#SampleID	10042055_rnatax_1	10042055_rnatax_2	10042055_rnatax_3	10042055_rnatax_4	11507229_rnatax_1	11507229_rnatax_2	11507229_rnatax_3	11507229_rnatax_4	11715866_rnatax_1	11715866_rnatax_2	11715866_rnatax_3	11715866_rnatax_4	11992832_rnatax_1	11992832_rnatax_2	11992832_rnatax_3	11992832_rnatax_4	12112483_rnatax_1	12112483_rnatax_2	12112483_rnatax_3	12112483_rnatax_4	12289378_rnatax_1	12289378_rnatax_2	12289378_rnatax_3	12289378_rnatax_4	12293355_rnatax_1	12293355_rnatax_2	12293355_rnatax_3	12293355_rnatax_4	12542142_rnatax_1	12542142_rnatax_2	12542142_rnatax_3	12542142_rnatax_4	12656695_rnatax_1	12656695_rnatax_2	12656695_rnatax_3	12656695_rnatax_4	19061811_rnatax_1	19061811_rnatax_2	19061811_rnatax_3	19061811_rnatax_4	19251414_rnatax_1	19251414_rnatax_2	19251414_rnatax_3	19251414_rnatax_4
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	0.0002292	0	0	0.0018952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__GCF_000012545	0.0002292	0	0	0.0018952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	0.125632	0.760629	0.527097	0.89247	0.876241	0.273796	0.858396	0	0.959259	0.976501	0.337245	0.576536	0.220617	1	0.171377	0.065776	0.0272604	0.991306	1	0.978234	0.0101509	0.573236	0.184401	0.155711	0.859492	0	0.425152	0.0411667	0.9699	0.96332	0.255109	0.0340107	0.305579	0.564637	0.734464	0.714738	0.813704	0.445398	0.951753	0.830646	0.182631	0.0438512	0.990964	0.329085
k__Bacteria|p__Acidobacteria	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified	0	0	0	0	0	0	0	0	0	0	0.0011721	0.0020111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria	1.64e-05	0	0	0.0015891	0.006865	0.0016323	0.0136435	0	0.0008385	0.0005036	0.0006602	0	0	0.0035954	0	0	5e-06	0.000313	0.0001084	0	0	0	0.0010594	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0.0065853	0	0	0	0.0025269	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.64e-05	0	0	0.0015891	0.006865	0.0016323	0.0136435	0	0.0008385	0.0005036	0.0006602	0	0	0.0035954	0	0	5e-06	0.000313	0.0001084	0	0	0	0.0010594	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0.0065853	0	0	0	0.0025269	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008674	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008674	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008674	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008674	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001821	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001821	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001821	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001821	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.64e-05	0	0	0.0015891	0.006865	0.0016323	0.0136435	0	0.0008385	0.0005036	0.0006602	0	0	0.0035954	0	0	5e-06	0.000313	0.0001084	0	0	0	0.0008245	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0.0057179	0	0	0	0.0023447	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.64e-05	0	0	0.0015891	0.006865	0.0016323	0.0136435	0	0.0008385	0.0005036	0.0006602	0	0	0.0035954	0	0	5e-06	0.000313	0.0001084	0	0	0	0.0008245	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0.0057179	0	0	0	0.0023447	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0	0	0.0009685	0.006865	0.0016323	0.0136435	0	0.0008385	0.0005036	0.0006602	0	0	0.0035954	0	0	0	0	0	0	0	0	0.0008245	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0.0055905	0	0	0	0.0023447	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0	0	0	0.0009685	0.006865	0.0014239	0.010294	0	0	0	0.0003007	0	0	0	0	0	0	0	0	0	0	0	9.66e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055905	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035	0	0	0	0.0009685	0.006865	0.0014239	0.010294	0	0	0	0.0003007	0	0	0	0	0	0	0	0	0	0	0	9.66e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055905	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified	0	0	0	0	0	0.0002084	0.0033495	0	0.0008385	0.0005036	0.0003594	0	0	0.0035954	0	0	0	0	0	0	0	0	0.0007278	0	0.0001784	0	0	0	0	0	0	0	0.0001072	0	0.0016036	0	0.0001496	0	0	0	0	0	0.0023447	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	1.64e-05	0	0	0.0006206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI	1.64e-05	0	0	0.0006206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI|t__GCF_000311845	1.64e-05	0	0	0.0006206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-06	0.000313	0.0001084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001274	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-06	0.000313	0.0001084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001274	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	0.122895	0.664446	0.489186	0.802812	0.734164	0.196441	0.663214	0	0.592855	0.3389	0.218139	0.338158	0.0832108	0.712488	0.144279	0.0246205	0.0195446	0.63307	0.797091	0.978234	0.007114	0.343637	0.0659974	0.111789	0.460231	0	0.292511	0.0345206	0.566983	0.647235	0.157098	0.0152011	0.206577	0.425308	0.535645	0.519913	0.391926	0.3111	0.625878	0.507705	0.160572	0.0336525	0.718491	0.20843
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.122895	0.664446	0.489186	0.80245	0.734164	0.196441	0.663214	0	0.591209	0.3389	0.218139	0.338158	0.0832108	0.712488	0.144279	0.0246205	0.0195446	0.63307	0.797091	0.978234	0.007114	0.343637	0.0659974	0.111789	0.460231	0	0.290963	0.0345206	0.566983	0.647235	0.157098	0.0152011	0.206174	0.425308	0.535645	0.519425	0.391926	0.3111	0.625878	0.507705	0.160572	0.0336525	0.717077	0.20843
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.122895	0.664446	0.489186	0.80245	0.734164	0.196441	0.663214	0	0.591209	0.3389	0.218139	0.338158	0.0832108	0.712488	0.144279	0.0246205	0.0195446	0.63307	0.797091	0.978234	0.007114	0.343637	0.0659974	0.111789	0.460231	0	0.290963	0.0345206	0.566983	0.647235	0.157098	0.0152011	0.206174	0.425308	0.535645	0.519425	0.391926	0.3111	0.625878	0.507705	0.160572	0.0336525	0.717077	0.20843
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0011717	0.0272254	0.0037651	0.0609308	0.303499	0.0541617	0.0663527	0	0.0912914	0.0956273	0.0041161	0.0001049	0.0065348	0.18521	0.0548582	0.004911	0.0054704	0.178261	0.0930599	0.0897226	0.0016892	0.0084972	0.014032	0.008302	0.137452	0	0.082174	0.0011263	0.362618	0.450712	0.0873872	0.0113636	0.0420799	0.0699944	0.0042904	0.04319	0.110279	0	0.0491813	0.0376968	0.0267859	0.0051452	0.153842	0.0125386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0011717	0.0272254	0.0037651	0.0609308	0.303499	0.0541617	0.0663527	0	0.0912914	0.0956273	0.0041161	0.0001049	0.0065348	0.18521	0.0548582	0.004911	0.0054704	0.178261	0.0930599	0.0897226	0.0016892	0.0084972	0.014032	0.008302	0.137452	0	0.082174	0.0011263	0.362618	0.450712	0.0873872	0.0113636	0.0420799	0.0699944	0.0042904	0.04319	0.110279	0	0.0491813	0.0376968	0.0267859	0.0051452	0.153842	0.0125386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022032	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae|t__GCF_000374585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022032	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	5.8e-06	0	0	0.0015073	0	0.0015728	0.0045285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84e-05	0.0008509	0	0.0039461	0	0	0	0.0156983	0.0142618	0.0004833	0	0.0084184	0	0	0	0	0	0.0017164	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	5.8e-06	0	0	0.0015073	0	0.0015728	0.0045285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84e-05	0.0008509	0	0.0039461	0	0	0	0.0156983	0.0142618	0.0004833	0	0.0084184	0	0	0	0	0	0.0017164	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	8.08e-05	0	0	3.63e-05	0	0	0	0	0.0079222	0.0121899	0.0014372	0	0.0029102	0	0.0008252	0	0	0	0	0	0	0	0.0002281	0	0	0	0.0050213	0	0.0005133	0.0047551	0	0	0.0009466	0	0	0.002047	0	0	0.0034478	0	0	0	0.0009849	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__Bacteroides_cellulosilyticus_unclassified	8.08e-05	0	0	3.63e-05	0	0	0	0	0.0079222	0.0121899	0.0014372	0	0.0029102	0	0.0008252	0	0	0	0	0	0	0	0.0002281	0	0	0	0.0050213	0	0.0005133	0.0047551	0	0	0.0009466	0	0	0.002047	0	0	0.0034478	0	0	0	0.0009849	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0.0294173	0.0229122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__GCF_000154845	0	0	0	0	0	0	0	0	0.0294173	0.0229122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161418	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161418	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	0	0	7.87e-05	0	0	0	0	0.0026847	0.003686	0	0	0.0002047	0	1.21e-05	0	0	0	0	0	0.0001461	0	0.0018019	0.0007499	0.0025769	0	0.0111325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245149	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified	0	0	0	7.87e-05	0	0	0	0	0.0026847	0.003686	0	0	0.0002047	0	1.21e-05	0	0	0	0	0	0.0001461	0	0.0018019	0.0007499	0.0025769	0	0.0111325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245149	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321849	0.0125117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014056	0.0017728	0	0	0	0	0	0	0.0188318	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321849	0.0125117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014056	0.0017728	0	0	0	0	0	0	0.0188318	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001882	0.0074481	0.0025454	0	0	0	0.0006893	6.6e-05	0	0	0	0	0	0	0	0	0.0001284	0	0	0	0	0	0.0002405	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__Bacteroides_finegoldii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001882	0.0074481	0.0025454	0	0	0	0.0006893	6.6e-05	0	0	0	0	0	0	0	0	0.0001284	0	0	0	0	0	0.0002405	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016124	0.0009542	0	0.00218	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016124	0.0009542	0	0.00218	0	0	0	0	0
